PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
ItmTrackPieces,SLItemLocs,0,track_pieces,,,Byte,,0
ItmUM,SLItemLocs,0,u_m,,,String,,0
ItmUnitCost,SLItemLocs,0,unit_cost,,,Decimal,,0
ItmwhseQtyOnHand,SLItemLocs,0,qty_on_hand,,,Decimal,,0
JmatlJob,SLItemLocs,0,,,,NumSortedString,(select top 1 jobmatl.job from jobmatl where jobmatl.item = iloc.item and jobmatl.bflush_loc = iloc.loc),0
LbraccAccessUnit1,SLItemLocs,0,access_unit1,,,String,,0
LbraccAccessUnit2,SLItemLocs,0,access_unit2,,,String,,0
LbraccAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
LbraccAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
LbraccDescription,SLItemLocs,0,description,,,String,,0
LbrAcct,SLItemLocs,0,lbr_acct,,,String,,0
LbrAcctUnit1,SLItemLocs,0,lbr_acct_unit1,,,String,,0
LbrAcctUnit2,SLItemLocs,0,lbr_acct_unit2,,,String,,0
LbrAcctUnit3,SLItemLocs,0,lbr_acct_unit3,,,String,,0
LbrAcctUnit4,SLItemLocs,0,lbr_acct_unit4,,,String,,0
LbrCost,SLItemLocs,0,lbr_cost,,,Decimal,,0
LbrInProcAcct,SLItemLocs,0,lbr_in_proc_acct,,,String,,0
LbrInProcAcctDescription,SLItemLocs,0,description,,,String,,0
LbrInProcAcctUnit1,SLItemLocs,0,lbr_in_proc_acct_unit1,,,String,,0
LbrInProcAcctUnit2,SLItemLocs,0,lbr_in_proc_acct_unit2,,,String,,0
LbrInProcAcctUnit3,SLItemLocs,0,lbr_in_proc_acct_unit3,,,String,,0
LbrInProcAcctUnit4,SLItemLocs,0,lbr_in_proc_acct_unit4,,,String,,0
LbripchtAccessUnit1,SLItemLocs,0,access_unit1,,,String,,0
LbripchtAccessUnit2,SLItemLocs,0,access_unit2,,,String,,0
LbripchtAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
LbripchtAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
Loc,SLItemLocs,0,loc,,,String,,0
loc_1,ERS_RentalItemLocs,1,loc,,String,String,,0
LocDescription,SLItemLocs,0,description,,,String,,0
LocLoc,SLItemLocs,0,loc,,,String,,0
LocType,SLItemLocs,0,loc_type,,,String,,0
LocWc,SLItemLocs,0,wc,,,String,,0
LotLocLot,SLItemLocs,0,lot,,,String,,0
LotLocQtyOnHand,SLItemLocs,0,qty_on_hand,,,Decimal,,0
LotLocQtyRsvd,SLItemLocs,0,qty_rsvd,,,Decimal,,0
