PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
EEI_ExportDate,AITSLCos,2,EEI_ExportDate,,Date,Date,,0
EEI_ModeOfTransport,AITSLCos,2,EEI_ModeOfTransport,,String,String,,0
EEIFlag,AITSLCos,2,EEIFlag,,Byte,Byte,,0
EffDate,SLCos,0,eff_date,,,Date,,0
Einvoice,SLCos,0,einvoice,,,Byte,,0
EndUserType,SLCos,0,end_user_type,,,String,,0
EndUserTypeDesc,SLCos,0,description,,,String,,0
EstCoNum,SLCos,0,co_num,,,NumSortedString,,0
EstesExpeditedCode,AITSLCos,2,EstesExpeditedCode,,String,String,,0
EstNum,SLCos,0,est_num,,,NumSortedString,,0
ExchRate,SLCos,0,exch_rate,,,Decimal,,0
ExpDate,SLCos,0,exp_date,,,Date,,0
ExportType,SLCos,0,export_type,,,String,,0
ExternalConfirmationRef,SLCos,0,external_confirmation_ref,,String,String,,0
ExternalFreight,SLCos,0,external_freight,,,Decimal,,0
ExternalWhseLineChanged,SLCos,0,external_whse_line_changed,,,Byte,,0
FedexImmediatePickup,AITSLCos,2,FedexImmediatePickup,,Byte,Byte,,0
FF_Addr1,AITSLCos,2,FF_Addr1,,String,String,,0
FF_Addr2,AITSLCos,2,FF_Addr2,,String,String,,0
FF_Addr3,AITSLCos,2,FF_Addr3,,String,String,,0
FF_Addr4,AITSLCos,2,FF_Addr4,,String,String,,0
FF_City,AITSLCos,2,FF_City,,String,String,,0
FF_Country,AITSLCos,2,FF_Country,,String,String,,0
FF_CustNum,AITSLCos,2,FF_CustNum,,String,String,,0
FF_CustSeq,AITSLCos,2,FF_CustSeq,,String,String,,0
FF_Email,AITSLCos,2,FF_Email,,String,String,,0
FF_Fax,AITSLCos,2,FF_Fax,,String,String,,0
FF_Name,AITSLCos,2,FF_Name,,String,String,,0
FF_PartyName,AITSLCos,2,,,String,String,(Select TOP 1 x.Name From AIT_SS_Shipping_Party x Where x.PartyNum = Aco.FF_PartyNum and x.PartyType = 'F'),0
FF_PartyNum,AITSLCos,2,FF_PartyNum,,Long Integer,Long Integer,,0
FF_Phone,AITSLCos,2,FF_Phone,,String,String,,0
FF_State,AITSLCos,2,FF_State,,String,String,,0
FF_TaxID,AITSLCos,2,FF_TaxID,,String,String,,0
FF_Terms,AITSLCos,2,FF_Terms,,String,String,,0
FF_Zip,AITSLCos,2,FF_Zip,,String,String,,0
FixedRate,SLCos,0,fixed_rate,,,Byte,,0
FormatBillToAddress,SLCos,0,,,,String,"CASE WHEN CustNum <> '' AND CustNum IS NOT NULL 
  THEN dbo.FormatAddress(CustNum, 0) 
  ELSE 
    CASE WHEN ProspectId <> '' AND ProspectId IS NOT NULL
      THEN dbo.FormatProspectAddress(ProspectId)
      ELSE ''
    END
END",0
FormatShipToAddress,SLCos,0,,,,String,"CASE WHEN CustNum <> '' AND CustNum IS NOT NULL THEN dbo.FormatAddress(CustNum, CustSeq) ELSE '' END",0
FovhdCostT,SLCos,0,fovhd_cost_t,,,Decimal,,0
Freight,SLCos,0,freight,,,Decimal,,0
freight_rule,AITSLCos,2,freight_rule,,String,String,,0
FreightT,SLCos,0,freight_t,,,Decimal,,0
FrtTaxCode1,SLCos,0,frt_tax_code1,,,String,,0
FrtTaxCode1Desc,SLCos,0,description,,,String,,0
FrtTaxCode2,SLCos,0,frt_tax_code2,,,String,,0
FrtTaxCode2Desc,SLCos,0,description,,,String,,0
hide_postage,AITSLCos,2,hide_postage,,Byte,Byte,,0
IgnoreCustCarrierAcct,AITSLCos,2,IgnoreCustCarrierAcct,,Byte,Byte,,0
IncludeTaxInPrice,SLCos,0,include_tax_in_price,,,Byte,,0
Insured,AITSLCos,2,Insured,,,Byte,,0
InteractionContact,SLCos,0,,,String,String,,0
InteractionId,SLCos,0,,,Decimal,Decimal,,0
InteractionSeq,SLCos,0,,,Decimal,Decimal,,0
InteractionType,SLCos,0,,,String,String,,0
International,AITSLCos,2,International,,,Byte,,0
InvFreq,SLCos,0,inv_freq,,,String,,0
Invoiced,SLCos,0,invoiced,,,Byte,,0
InWorkflow,SLCos,0,InWorkflow,,,Byte,,0
is_adult_signature_restricted_delivery,AITSLCos,2,is_adult_signature_restricted_delivery,,Byte,Byte,,0
is_am_delivery,AITSLCos,2,is_am_delivery,,Byte,Byte,,0
is_certified_mail,AITSLCos,2,is_certified_mail,,Byte,Byte,,0
is_construction_delivery,AITSLCos,2,is_construction_delivery,,Byte,Byte,,0
is_delivery_confirmation,AITSLCos,2,is_delivery_confirmation,,Byte,Byte,,0
is_hal,AITSLCos,2,is_hal,,Byte,Byte,,0
is_holiday_pickup,AITSLCos,2,is_holiday_pickup,,Byte,Byte,,0
is_live_animal_surcharge,AITSLCos,2,is_live_animal_surcharge,,Byte,Byte,,0
is_optional_endorsement,AITSLCos,2,is_optional_endorsement,,Byte,Byte,,0
is_pickup_from_door,AITSLCos,2,is_pickup_from_door,,Byte,Byte,,0
is_pm_express_return,AITSLCos,2,is_pm_express_return,,Byte,Byte,,0
is_registered_mail,AITSLCos,2,is_registered_mail,,Byte,Byte,,0
is_restricted_delivery,AITSLCos,2,is_restricted_delivery,,Byte,Byte,,0
is_return_receipt,AITSLCos,2,is_return_receipt,,Byte,Byte,,0
is_softpack,AITSLCos,2,is_softpack,,Byte,Byte,,0
is_special_handling,AITSLCos,2,is_special_handling,,Byte,Byte,,0
is_to_door_delivery,AITSLCos,2,is_to_door_delivery,,Byte,Byte,,0
is_weekend_delivery,AITSLCos,2,is_weekend_delivery,,Byte,Byte,,0
is_weekend_pickup,AITSLCos,2,is_weekend_pickup,,Byte,Byte,,0
isAlcoholShipment,AITSLCos,2,isAlcoholShipment,,Byte,Byte,,0
isApptDelivery,AITSLCos,2,isApptDelivery,,Byte,Byte,,0
IsArrivalNotification,AITSLCos,2,IsArrivalNotification,,Byte,Byte,,0
isas3816,AITSLCos,2,isas3816,,Byte,Byte,,0
isBlindShipmentCoordination,AITSLCos,2,isBlindShipmentCoordination,,Byte,Byte,,0
isCallBeforeDelivery,AITSLCos,2,isCallBeforeDelivery,,Byte,Byte,,0
isCustomsPaperworkPort,AITSLCos,2,isCustomsPaperworkPort,,Byte,Byte,,0
isDangerousGoods,AITSLCos,2,isDangerousGoods,,Byte,Byte,,0
IsDeliveryToMines,AITSLCos,2,IsDeliveryToMines,,Byte,Byte,,0
isDeliveryToPort,AITSLCos,2,isDeliveryToPort,,Byte,Byte,,0
isDonotbreakdownpallet,AITSLCos,2,isDonotbreakdownpallet,,Byte,Byte,,0
isDoNotStackPallets,AITSLCos,2,isDoNotStackPallets,,Byte,Byte,,0
isDryIce,AITSLCos,2,isDryIce,,Byte,Byte,,0
isExhibitionCharge,AITSLCos,2,isExhibitionCharge,,Byte,Byte,,0
IsExternal,SLCos,0,is_external,,Byte,Byte,,0
isFairAmusementParkDelivery,AITSLCos,2,isFairAmusementParkDelivery,,Byte,Byte,,0
isFairAmusementParkPickup,AITSLCos,2,isFairAmusementParkPickup,,Byte,Byte,,0
isFarmCountryClubEstateDelivery,AITSLCos,2,isFarmCountryClubEstateDelivery,,Byte,Byte,,0
isFarmCountryClubEstatePickup,AITSLCos,2,isFarmCountryClubEstatePickup,,Byte,Byte,,0
isFedexOneRate,AITSLCos,2,isFedexOneRate,,Byte,Byte,,0
isFood,AITSLCos,2,isFood,,Byte,Byte,,0
isFreezableProtection,AITSLCos,2,isFreezableProtection,,Byte,Byte,,0
isGuaranteedPlus,AITSLCos,2,isGuaranteedPlus,,Byte,Byte,,0
IsHazardousMaterial,AITSLCos,2,IsHazardousMaterial,,Byte,Byte,,0
isHeatChargePerItem810,AITSLCos,2,isHeatChargePerItem810,,Byte,Byte,,0
isInBondService,AITSLCos,2,isInBondService,,Byte,Byte,,0
isInsidedelivery,AITSLCos,2,isInsidedelivery,,Byte,Byte,,0
isInsideDeliveryChargeCollect,AITSLCos,2,isInsideDeliveryChargeCollect,,Byte,Byte,,0
isInsidepickup,AITSLCos,2,isInsidepickup,,Byte,Byte,,0
isLiftgateatdelivery,AITSLCos,2,isLiftgateatdelivery,,Byte,Byte,,0
isLiftgateatpickup,AITSLCos,2,isLiftgateatpickup,,Byte,Byte,,0
isLimitedAccessDelivery,AITSLCos,2,isLimitedAccessDelivery,,Byte,Byte,,0
isLimitedAccessPickup,AITSLCos,2,isLimitedAccessPickup,,Byte,Byte,,0
isMineDeliveryorPickup,AITSLCos,2,isMineDeliveryorPickup,,Byte,Byte,,0
isNonStdContainer,AITSLCos,2,isNonStdContainer,,Byte,Byte,,0
isOversizeExtremelength,AITSLCos,2,isOversizeExtremelength,,Byte,Byte,,0
isPickupFromPort,AITSLCos,2,isPickupFromPort,,Byte,Byte,,0
isPoison,AITSLCos,2,isPoison,,Byte,Byte,,0
isPriorityAlert,AITSLCos,2,isPriorityAlert,,Byte,Byte,,0
isPrisonMilitaryDelivery,AITSLCos,2,isPrisonMilitaryDelivery,,Byte,Byte,,0
isSchoolDelivery,AITSLCos,2,isSchoolDelivery,,Byte,Byte,,0
isSchoolPickup,AITSLCos,2,isSchoolPickup,,Byte,Byte,,0
IsSchoolsCollegeChurchesPickupDelivery,AITSLCos,2,IsSchoolsCollegeChurchesPickupDelivery,,Byte,Byte,,0
isSecuredLocDelivery,AITSLCos,2,isSecuredLocDelivery,,Byte,Byte,,0
